Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1_p	Peptides clp1_s	Peptides clp2_p	Peptides clp2_s	Peptides pool_p	Peptides pool_s	Peptides wt_p	Peptides wt_s	Razor + unique peptides blank	Razor + unique peptides clp1_p	Razor + unique peptides clp1_s	Razor + unique peptides clp2_p	Razor + unique peptides clp2_s	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wt_p	Razor + unique peptides wt_s	Unique peptides blank	Unique peptides clp1_p	Unique peptides clp1_s	Unique peptides clp2_p	Unique peptides clp2_s	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wt_p	Unique peptides wt_s	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1_p [%]	Sequence coverage clp1_s [%]	Sequence coverage clp2_p [%]	Sequence coverage clp2_s [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wt_p [%]	Sequence coverage wt_s [%]	Intensity	Intensity blank	Intensity clp1_p	Intensity clp1_s	Intensity clp2_p	Intensity clp2_s	Intensity pool_p	Intensity pool_s	Intensity wt_p	Intensity wt_s	iBAQ	iBAQ blank	iBAQ clp1_p	iBAQ clp1_s	iBAQ clp2_p	iBAQ clp2_s	iBAQ pool_p	iBAQ pool_s	iBAQ wt_p	iBAQ wt_s	LFQ intensity blank	LFQ intensity clp1_p	LFQ intensity clp1_s	LFQ intensity clp2_p	LFQ intensity clp2_s	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wt_p	LFQ intensity wt_s	MS/MS count blank	MS/MS count clp1_p	MS/MS count clp1_s	MS/MS count clp2_p	MS/MS count clp2_s	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wt_p	MS/MS count wt_s	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT3G17300.3;AT3G17300.1;AT3G17300.2	AT3G17300.3;AT3G17300.1;AT3G17300.2	3;3;2	3;3;2	3;3;2	AT3G17300.3 | COMPLEX 1 LYR-like protein | Chr3:5907616-5908695 FORWARD LENGTH=91 | 201606;AT3G17300.1 | COMPLEX 1 LYR-like protein | Chr3:5907616-5908695 FORWARD LENGTH=91 | 201606;AT3G17300.2 | COMPLEX 1 LYR-like protein | Chr3:5907659-5908695 FORWARD LE	3	3	3	3	0	3	2	3	1	0	1	2	0	0	3	2	3	1	0	1	2	0	0	3	2	3	1	0	1	2	0	37.4	37.4	37.4	10.431	91	91;91;74	1	26	0	6.6741	0	37.4	23.1	37.4	9.9	0	14.3	24.2	0	93271000	0	34638000	8410200	31263000	2888000	0	4143900	11928000	0	23318000	0	8659400	2102600	7815800	721990	0	1036000	2982000	0	0	844710	584550	1102400	0	0	0	622750	0	0	9	2	7	2	0	1	4	0	25				646	2949;3505;6416	True;True;True	3024;3590;6610	35081;35082;35083;35084;35085;42543;42544;42545;42546;42547;42548;42549;77927;77928;77929;77930;77931;77932;77933;77934;77935;77936;77937;77938;77939;77940	37176;37177;37178;37179;37180;45151;45152;45153;45154;45155;45156;45157;82767;82768;82769;82770;82771;82772;82773;82774;82775;82776;82777;82778;82779;82780	37178;45155;82772		
AT3G17390.1;AT2G36880.2;AT2G36880.1;AT4G01850.2;AT4G01850.1;AT1G02500.2;AT1G02500.1	AT3G17390.1	5;2;2;2;2;2;2	5;2;2;2;2;2;2	5;2;2;2;2;2;2	AT3G17390.1 | S-adenosylmethionine synthetase family protein | Chr3:5952484-5953665 REVERSE LENGTH=393 | 201606	7	5	5	5	2	1	2	1	1	0	0	2	1	2	1	2	1	1	0	0	2	1	2	1	2	1	1	0	0	2	1	16.3	16.3	16.3	42.795	393	393;390;390;393;393;393;393	1	14	0	7.1088	6.4	5.6	4.3	2.5	2.5	0	0	6.4	3.8	42640000	151360	2287400	6813000	292480	2312500	0	0	1341200	29442000	2132000	7568	114370	340650	14624	115620	0	0	67062	1472100	0	0	0	0	0	0	0	0	568910	4	0	2	1	0	0	0	2	3	12				647	660;2537;6995;8029;8520	True;True;True;True;True	676;2607;7196;8254;8753	7850;7851;7852;7853;7854;7855;30047;30048;30049;30050;30051;84395;98081;104415	8274;8275;8276;8277;8278;8279;31895;31896;31897;31898;31899;89663;104200;110927	8275;31898;89663;104200;110927		
AT3G17465.1	AT3G17465.1	4	4	4	AT3G17465.1 | ribosomal protein L3 plastid | Chr3:5978059-5979572 REVERSE LENGTH=324 | 201606	1	4	4	4	0	0	4	0	3	2	0	0	3	0	0	4	0	3	2	0	0	3	0	0	4	0	3	2	0	0	3	17.3	17.3	17.3	35.404	324	324	1	35	0	10.613	0	0	17.3	0	12	6.8	0	0	12	265690000	0	0	108440000	0	91798000	7264500	0	0	58191000	16606000	0	0	6777600	0	5737400	454030	0	0	3636900	0	0	1183500	0	1166700	1373800	0	0	872310	0	0	16	0	9	2	0	0	11	38				648	3387;3392;7611;7963	True;True;True;True	3469;3474;7829;8184	40721;40722;40723;40724;40725;40726;40727;40728;40729;40730;40731;40732;40733;40734;40735;40736;40737;40738;40739;40740;40741;40742;40782;40783;40784;92578;92579;92580;92581;92582;97132;97133;97134;97135;97136	43190;43191;43192;43193;43194;43195;43196;43197;43198;43199;43200;43201;43202;43203;43204;43205;43206;43207;43208;43209;43210;43211;43212;43213;43214;43215;43216;43256;43257;43258;98385;98386;98387;98388;98389;103193;103194;103195;103196;103197	43215;43256;98387;103193		
AT3G17810.1	AT3G17810.1	10	10	10	AT3G17810.1 | pyrimidine 1 | Chr3:6094279-6096289 FORWARD LENGTH=426 | 201606	1	10	10	10	0	10	2	8	1	1	7	9	1	0	10	2	8	1	1	7	9	1	0	10	2	8	1	1	7	9	1	31.9	31.9	31.9	46.846	426	426	1	98	0	40.354	0	31.9	6.8	24.6	4.7	4.7	23.9	27.2	4.7	543200000	0	222700000	23396000	81216000	11185000	3287100	39797000	148210000	13419000	20892000	0	8565300	899830	3123700	430190	126430	1530600	5700200	516120	0	6197500	487400	3842900	0	0	4765100	5818700	0	0	36	6	17	3	2	8	28	4	104				649	257;949;2835;2836;3919;5726;5778;6349;7761;8210	True;True;True;True;True;True;True;True;True;True	259;976;2908;2909;4020;5894;5951;6542;7981;8437	2941;2942;2943;2944;2945;11059;11060;11061;11062;11063;11064;11065;11066;11067;11068;11069;11070;33705;33706;33707;33708;33709;33710;33711;33712;33713;33714;33715;33716;33717;33718;33719;33720;48063;48064;48065;48066;48067;48068;48069;48070;48071;69971;69972;69973;70433;70434;70435;70436;70437;70438;70439;70440;70441;70442;70443;70444;77291;77292;94669;94670;94671;94672;94673;94674;94675;94676;94677;94678;94679;94680;94681;94682;94683;94684;94685;94686;94687;94688;94689;94690;94691;94692;94693;94694;94695;94696;94697;94698;94699;94700;94701;94702;94703;100345;100346;100347;100348	3102;3103;3104;3105;3106;11679;11680;11681;11682;11683;11684;11685;11686;11687;11688;11689;11690;11691;35758;35759;35760;35761;35762;35763;35764;35765;35766;35767;35768;35769;35770;35771;35772;35773;51000;51001;51002;51003;51004;51005;51006;51007;51008;74298;74299;74300;74818;74819;74820;74821;74822;74823;74824;74825;74826;74827;74828;74829;74830;82091;82092;100571;100572;100573;100574;100575;100576;100577;100578;100579;100580;100581;100582;100583;100584;100585;100586;100587;100588;100589;100590;100591;100592;100593;100594;100595;100596;100597;100598;100599;100600;100601;100602;100603;100604;100605;100606;100607;100608;106628;106629;106630;106631;106632;106633;106634	3106;11688;35764;35768;51007;74298;74827;82091;100594;106629		
AT3G17820.1	AT3G17820.1	1	1	1	AT3G17820.1 | glutamine synthetase 1.3 | Chr3:6097503-6099408 FORWARD LENGTH=354 | 201606	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	4.5	4.5	4.5	38.594	354	354	1	4	0.0047733	2.6614	0	4.5	0	4.5	0	0	0	4.5	0	35980000	0	12902000	0	4220200	0	0	0	18859000	0	2398700	0	860110	0	281350	0	0	0	1257200	0	0	0	0	0	0	0	0	847910	0	0	1	0	1	0	0	0	2	0	4				650	3375	True	3457	40573;40574;40575;40576	43037;43038;43039;43040	43040		
AT3G17910.1	AT3G17910.1	3	3	3	AT3G17910.1 | Surfeit locus 1 cytochrome c oxidase biogenesis protein | Chr3:6133581-6136053 FORWARD LENGTH=354 | 201606	1	3	3	3	0	0	3	0	2	2	0	0	3	0	0	3	0	2	2	0	0	3	0	0	3	0	2	2	0	0	3	9.6	9.6	9.6	39.921	354	354	1	35	0	28.339	0	0	9.6	0	9	9	0	0	9.6	214170000	0	0	69915000	0	68784000	7846300	0	0	67627000	11898000	0	0	3884200	0	3821300	435900	0	0	3757100	0	0	946880	0	913190	1009000	0	0	945550	0	0	10	0	11	2	0	0	10	33				651	1746;1831;7216	True;True;True	1798;1884;7422	20856;20857;20858;20859;20860;20861;20862;20863;20864;20865;20866;20867;20868;20869;20870;20871;20872;20873;20874;20875;21854;21855;86862;86863;86864;86865;86866;86867;86868;86869;86870;86871;86872;86873;86874	22106;22107;22108;22109;22110;22111;22112;22113;22114;22115;22116;22117;22118;22119;22120;22121;22122;22123;22124;22125;23142;23143;92292;92293;92294;92295;92296;92297;92298;92299;92300;92301;92302;92303;92304	22116;23142;92298		
AT3G18240.2;AT3G18240.1;AT4G21460.1;AT4G21460.2	AT3G18240.2;AT3G18240.1;AT4G21460.1;AT4G21460.2	9;9;6;6	9;9;6;6	9;9;6;6	AT3G18240.2 | Ribosomal protein S24/S35 | Chr3:6255810-6257695 FORWARD LENGTH=419 | 201606;AT3G18240.1 | Ribosomal protein S24/S35 | Chr3:6255810-6257695 FORWARD LENGTH=419 | 201606;AT4G21460.1 | Ribosomal protein S24/S35 | Chr4:11428530-11430390 FORWARD L	4	9	9	9	0	4	5	4	7	2	3	2	4	0	4	5	4	7	2	3	2	4	0	4	5	4	7	2	3	2	4	23.2	23.2	23.2	48.052	419	419;419;415;428	1	68	0	20.405	0	11.5	11.9	11.9	17.4	5.5	9.3	6.4	8.4	298370000	0	40645000	109040000	15107000	79659000	6448900	4405800	6116700	36951000	14919000	0	2032200	5452000	755350	3983000	322450	220290	305840	1847600	0	962440	1124200	764990	1272500	675620	785200	540190	726470	0	14	16	7	14	2	3	4	8	68				652	1361;1362;1700;2418;4156;5472;7011;8877;9058	True;True;True;True;True;True;True;True;True	1402;1403;1749;2484;4268;5612;7212;9118;9304	16723;16724;16725;16726;16727;16728;16729;16730;16731;16732;16733;16734;16735;16736;16737;16738;16739;16740;16741;16742;16743;16744;16745;16746;16747;16748;16749;16750;16751;16752;16753;16754;16755;20219;20220;20221;20222;28443;28444;28445;28446;28447;28448;28449;28450;28451;28452;28453;28454;50742;50743;66863;84589;108605;108606;108607;110996;110997;110998;110999;111000;111001;111002;111003;111004;111005;111006;111007	17665;17666;17667;17668;17669;17670;17671;17672;17673;17674;17675;17676;17677;17678;17679;17680;17681;17682;17683;17684;17685;17686;17687;17688;17689;17690;17691;17692;17693;17694;17695;17696;17697;21422;21423;21424;21425;30179;30180;30181;30182;30183;30184;30185;30186;30187;30188;30189;30190;53823;53824;70948;89886;115369;115370;115371;117907;117908;117909;117910;117911;117912;117913;117914;117915;117916;117917;117918	17667;17691;21425;30179;53824;70948;89886;115370;117908		
AT3G18410.2;AT3G18410.1	AT3G18410.2;AT3G18410.1	3;3	3;3	2;2	AT3G18410.2 | NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6) | Chr3:6323203-6323761 FORWARD LENGTH=106 | 201606;AT3G18410.1 | NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (C	2	3	3	2	0	0	3	0	2	3	0	0	3	0	0	3	0	2	3	0	0	3	0	0	2	0	2	2	0	0	2	35.8	35.8	27.4	12.438	106	106;106	1	22	0	7.7604	0	0	35.8	0	27.4	35.8	0	0	35.8	241060000	0	0	90180000	0	44553000	12617000	0	0	93713000	40177000	0	0	15030000	0	7425500	2102900	0	0	15619000	0	0	1222200	0	808210	948300	0	0	1430300	0	0	8	0	4	3	0	0	7	22				653	1248;3499;8193	True;True;True	1283;3582;8420	15322;15323;15324;15325;15326;15327;42395;42396;42397;42398;42399;42400;42401;42402;42403;42404;42405;42406;100129;100130;100131;100132	16180;16181;16182;16183;16184;16185;44989;44990;44991;44992;44993;44994;44995;44996;44997;44998;44999;45000;106405;106406;106407;106408	16182;44990;106406		
AT3G18490.1	AT3G18490.1	1	1	1	AT3G18490.1 | Eukaryotic aspartyl protease family protein | Chr3:6349090-6350592 REVERSE LENGTH=500 | 201606	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.6	3.6	3.6	53.233	500	500	1	1	0.00087184	3.4117	0	0	3.6	0	0	0	0	0	0	2434700	0	0	2434700	0	0	0	0	0	0	105860	0	0	105860	0	0	0	0	0	0	0	0	41648	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				654	7110	True	7312	85717	91072	91072		
AT3G18580.1	AT3G18580.1	1	1	1	AT3G18580.1 | Nucleic acid-binding%2C OB-fold-like protein | Chr3:6396940-6398068 REVERSE LENGTH=217 | 201606	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	6	6	6	24.213	217	217	1	11	0.0025189	3.1811	0	6	0	6	0	0	6	6	0	16569000	0	8718300	0	4026500	0	0	1953900	1870500	0	1274600	0	670630	0	309730	0	0	150300	143880	0	0	343480	0	0	0	0	0	0	0	0	4	0	4	0	0	1	4	0	13				655	301	True	305	3467;3468;3469;3470;3471;3472;3473;3474;3475;3476;3477	3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682	3671		
AT3G18760.2;AT3G18760.1	AT3G18760.2;AT3G18760.1	2;2	2;2	2;2	AT3G18760.2 | Translation elongation factor EF1B/ribosomal protein S6 family protein | Chr3:6457930-6459558 REVERSE LENGTH=134 | 201606;AT3G18760.1 | Translation elongation factor EF1B/ribosomal protein S6 family protein | Chr3:6457930-6459558 REVERSE LENG	2	2	2	2	0	1	2	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	18.7	18.7	18.7	15.409	134	134;139	1	33	0	9.6298	0	11.2	18.7	11.2	11.2	11.2	11.2	11.2	11.2	257430000	0	29775000	77849000	9499200	64428000	6966500	7410800	2956500	58545000	32179000	0	3721900	9731100	1187400	8053500	870810	926350	369570	7318100	0	0	1119200	0	1108800	723700	0	0	837520	0	4	9	2	8	2	1	1	6	33				656	3778;4278	True;True	3869;4394	46320;46321;46322;46323;46324;46325;46326;46327;46328;46329;46330;46331;46332;46333;46334;46335;46336;46337;46338;46339;46340;46341;46342;46343;46344;46345;46346;46347;46348;46349;46350;46351;52417	49161;49162;49163;49164;49165;49166;49167;49168;49169;49170;49171;49172;49173;49174;49175;49176;49177;49178;49179;49180;49181;49182;49183;49184;49185;49186;49187;49188;49189;49190;49191;49192;55579	49185;55579		
AT3G18890.1	AT3G18890.1	3	3	3	AT3G18890.1 | NAD(P)-binding Rossmann-fold superfamily protein | Chr3:6511169-6514729 FORWARD LENGTH=641 | 201606	1	3	3	3	0	0	3	1	3	2	0	0	3	0	0	3	1	3	2	0	0	3	0	0	3	1	3	2	0	0	3	8.6	8.6	8.6	68.341	641	641	1	29	0	51.989	0	0	8.6	3.1	8.6	5.5	0	0	8.6	45463000	0	0	17396000	0	14415000	2262400	0	0	11390000	1420700	0	0	543630	0	450460	70699	0	0	355930	0	0	247600	0	213790	193010	0	0	213690	0	0	12	1	9	2	0	0	8	32				657	1538;4543;5308	True;True;True	1585;4664;5445	18676;18677;18678;18679;18680;18681;18682;55828;55829;55830;55831;55832;55833;55834;55835;55836;65095;65096;65097;65098;65099;65100;65101;65102;65103;65104;65105;65106;65107	19771;19772;19773;19774;19775;19776;19777;59199;59200;59201;59202;59203;59204;59205;59206;59207;59208;59209;59210;69081;69082;69083;69084;69085;69086;69087;69088;69089;69090;69091;69092;69093	19771;59200;69082		
AT3G19170.1;AT3G19170.2	AT3G19170.1;AT3G19170.2	33;31	33;31	21;20	AT3G19170.1 | presequence protease 1 | Chr3:6625578-6631874 REVERSE LENGTH=1080 | 201606;AT3G19170.2 | presequence protease 1 | Chr3:6625578-6631874 REVERSE LENGTH=1069 | 201606	2	33	33	21	3	30	13	29	12	4	14	21	9	3	30	13	29	12	4	14	21	9	3	18	9	18	10	3	9	13	6	39.1	39.1	26	121.01	1080	1080;1069	1	309	0	213.81	2.9	35.1	15	34.6	14.9	5	18.5	25.7	10.6	1618200000	376760	455190000	268380000	322550000	230140000	12512000	72616000	155880000	100570000	24153000	5623.3	6793900	4005700	4814100	3435000	186750	1083800	2326600	1501000	1326500	11446000	4578000	11289000	4170200	1357200	9406300	7373400	2295400	3	88	35	65	31	5	17	52	20	316				658	85;335;400;924;1075;1297;1356;2362;2928;3220;3264;3286;3452;3477;3613;4191;4653;5090;5324;5475;5887;5921;7154;7155;7511;7608;7708;7839;8189;8509;8656;8719;8720	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	85;340;405;949;1105;1334;1397;2427;3003;3300;3344;3367;3534;3559;3699;4304;4777;5223;5461;5615;6066;6101;7358;7359;7725;7826;7927;8059;8416;8742;8892;8955;8956	924;925;926;927;928;929;930;931;932;933;934;935;936;937;3851;3852;3853;3854;3855;4617;4618;4619;4620;4621;4622;4623;4624;4625;4626;10671;10672;10673;10674;10675;10676;10677;10678;10679;10680;10681;10682;12832;12833;12834;12835;12836;12837;12838;15918;15919;15920;15921;15922;15923;15924;15925;15926;15927;15928;15929;15930;15931;15932;15933;15934;15935;15936;15937;15938;15939;15940;15941;15942;15943;15944;15945;15946;15947;15948;15949;15950;16646;27855;27856;27857;27858;27859;27860;27861;27862;27863;27864;34867;34868;34869;34870;34871;34872;34873;34874;34875;34876;34877;34878;34879;34880;34881;34882;34883;38432;38433;38434;38435;38436;38437;38438;38439;38440;38441;38442;38443;38444;38445;38446;38447;38448;38449;38450;39066;39067;39068;39375;39376;39377;39378;39379;39380;39381;39382;41662;41663;42022;42023;42024;42025;42026;42027;42028;42029;42030;42031;42032;42033;42034;42035;42036;42037;42038;42039;42040;42041;42042;42043;42044;44066;44067;44068;44069;44070;44071;44072;44073;44074;44075;44076;44077;44078;44079;44080;44081;44082;44083;44084;44085;44086;44087;44088;44089;44090;51230;51231;51232;51233;51234;57137;57138;57139;57140;57141;57142;57143;57144;57145;57146;57147;57148;57149;57150;62313;62314;62315;62316;65218;65219;66892;66893;66894;66895;66896;66897;66898;66899;66900;66901;66902;71537;71538;71539;71540;71541;71542;71543;71544;71545;71546;71547;71548;71549;71550;71551;71552;71553;71554;71555;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;86170;86171;86172;86173;86174;86175;86176;86177;86178;86179;90958;92513;92514;92515;94009;94010;94011;95480;95481;95482;95483;95484;95485;100102;100103;100104;100105;104306;106029;106030;106031;106032;106033;106034;106035;106036;106037;106038;106039;106040;106041;106042;106043;106044;106045;106046;106047;106048;106049;106847;106848;106849;106850;106851;106852	973;974;975;976;977;978;979;980;981;982;983;984;985;986;4076;4077;4078;4079;4080;4879;4880;4881;4882;4883;4884;4885;4886;4887;4888;11250;11251;11252;11253;11254;11255;11256;11257;11258;11259;11260;11261;13567;13568;13569;13570;13571;13572;13573;13574;13575;16796;16797;16798;16799;16800;16801;16802;16803;16804;16805;16806;16807;16808;16809;16810;16811;16812;16813;16814;16815;16816;16817;16818;16819;16820;16821;16822;16823;16824;16825;16826;16827;16828;16829;17588;29566;29567;29568;29569;29570;29571;29572;29573;29574;29575;36951;36952;36953;36954;36955;36956;36957;36958;36959;36960;36961;36962;36963;36964;36965;36966;36967;36968;40765;40766;40767;40768;40769;40770;40771;40772;40773;40774;40775;40776;40777;40778;40779;40780;40781;40782;40783;40784;40785;41428;41429;41430;41773;41774;41775;41776;41777;41778;41779;41780;44210;44211;44582;44583;44584;44585;44586;44587;44588;44589;44590;44591;44592;44593;44594;44595;44596;44597;44598;44599;44600;44601;44602;44603;44604;44605;44606;46750;46751;46752;46753;46754;46755;46756;46757;46758;46759;46760;46761;46762;46763;46764;46765;46766;46767;46768;46769;46770;46771;46772;46773;46774;46775;46776;46777;46778;46779;46780;54338;54339;54340;54341;54342;60580;60581;60582;60583;60584;60585;60586;60587;60588;60589;60590;60591;60592;60593;66137;66138;66139;66140;66141;69206;69207;70982;70983;70984;70985;70986;70987;70988;70989;70990;70991;70992;75976;75977;75978;75979;75980;75981;75982;75983;75984;75985;75986;75987;75988;75989;75990;75991;75992;75993;75994;76493;76494;76495;76496;76497;76498;76499;76500;76501;76502;91556;91557;91558;91559;91560;91561;91562;91563;91564;91565;96653;98316;98317;98318;99891;99892;99893;101423;101424;101425;101426;101427;101428;101429;106375;106376;106377;106378;110813;112643;112644;112645;112646;112647;112648;112649;112650;112651;112652;112653;112654;112655;112656;112657;112658;112659;112660;112661;112662;112663;113510;113511;113512;113513;113514;113515;113516	981;4080;4879;11255;13575;16819;17588;29570;36965;40778;41429;41776;44211;44584;46779;54341;60585;66141;69207;70983;75993;76496;91563;91565;96653;98318;99891;101423;106377;110813;112661;113510;113513		
AT3G19508.1	AT3G19508.1	2	2	2	AT3G19508.1 | complex 1 protein%2C LYR family protein | Chr3:6762378-6762696 REVERSE LENGTH=81 | 201606	1	2	2	2	0	1	0	2	0	0	1	1	0	0	1	0	2	0	0	1	1	0	0	1	0	2	0	0	1	1	0	13.6	13.6	13.6	9.642	81	81	1	11	0	4.3973	0	12.3	0	13.6	0	0	12.3	12.3	0	21167000	0	9547500	0	5185300	0	0	2258900	4175300	0	3527800	0	1591300	0	864210	0	0	376480	695880	0	0	365040	0	0	0	0	0	0	0	0	4	0	4	0	0	1	2	0	11				659	4655;9173	True;True	4779;9422	57164;57165;112485;112486;112487;112488;112489;112490;112491;112492;112493	60607;60608;119507;119508;119509;119510;119511;119512;119513;119514;119515	60607;119515		
AT3G19740.1	AT3G19740.1	12	12	7	AT3G19740.1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | Chr3:6855944-6862930 REVERSE LENGTH=993 | 201606	1	12	12	7	1	5	7	7	8	1	3	1	0	1	5	7	7	8	1	3	1	0	1	3	4	6	4	1	1	1	0	12.5	12.5	8.5	111.36	993	993	1	51	0	25.661	2.1	5.2	8.3	8.4	8.3	1.2	3.7	1	0	135370000	134020	13116000	59293000	19876000	36722000	2838100	2984200	409110	0	2461300	2436.7	238460	1078000	361380	667670	51601	54258	7438.4	0	0	628500	659360	661200	615140	0	624300	0	0	1	7	15	9	12	1	3	1	0	49				660	1269;2040;2226;4210;4578;4983;5460;5827;6600;7160;8677;8678	True;True;True;True;True;True;True;True;True;True;True;True	1304;2099;2289;4324;4700;5114;5600;6005;6796;7364;8913;8914	15595;15596;23952;23953;23954;23955;23956;26153;26154;26155;26156;26157;26158;26159;26160;26161;26162;51582;56211;56212;56213;56214;61096;61097;61098;66699;66700;66701;70911;70912;70913;79876;79877;79878;79879;79880;79881;79882;79883;86241;86242;86243;86244;86245;86246;106236;106237;106238;106239;106240;106241	16462;16463;25404;25405;25406;25407;25408;27757;27758;27759;27760;27761;27762;27763;27764;27765;27766;54711;59610;59611;59612;59613;64820;64821;64822;70781;70782;70783;75324;75325;75326;84841;84842;84843;84844;84845;84846;84847;84848;84849;91628;91629;91630;91631;91632;91633;91634;112861;112862;112863;112864;112865;112866	16463;25404;27765;54711;59612;64820;70781;75324;84842;91629;112861;112866		
AT3G20000.1;AT3G20000.2	AT3G20000.1;AT3G20000.2	12;7	12;7	12;7	AT3G20000.1 | translocase of the outer mitochondrial membrane 40 | Chr3:6967685-6970247 FORWARD LENGTH=309 | 201606;AT3G20000.2 | translocase of the outer mitochondrial membrane 40 | Chr3:6968479-6970247 FORWARD LENGTH=238 | 201606	2	12	12	12	4	0	9	0	8	5	0	1	10	4	0	9	0	8	5	0	1	10	4	0	9	0	8	5	0	1	10	52.8	52.8	52.8	34.25	309	309;238	1	111	0	59.292	16.5	0	42.1	0	39.8	28.5	0	2.6	48.5	1832000000	14243000	0	622980000	0	463870000	53241000	0	4354200	673270000	130850000	1017300	0	44499000	0	33133000	3802900	0	311020	48090000	14776000	0	7282900	0	6110200	8682000	0	0	8232900	9	0	33	0	31	6	0	3	39	121				661	166;1500;2477;4016;4069;4547;5043;5784;6774;7691;8175;8999	True;True;True;True;True;True;True;True;True;True;True;True	168;1546;2544;2545;4122;4177;4668;5174;5958;6972;7910;8402;9243;9244	1927;1928;1929;1930;18257;29150;29151;29152;29153;29154;29155;29156;29157;29158;29159;29160;29161;29162;29163;29164;29165;29166;29167;29168;29169;29170;29171;29172;49209;49210;49211;49212;49213;49214;49215;49216;49217;49218;49219;49220;49221;49222;49223;49906;49907;49908;55843;55844;55845;55846;61613;61614;61615;61616;61617;61618;61619;61620;61621;61622;70487;70488;81660;81661;81662;81663;81664;81665;81666;81667;81668;81669;81670;81671;81672;81673;93775;93776;93777;93778;93779;93780;99954;99955;99956;99957;99958;99959;99960;99961;99962;99963;99964;99965;99966;110196;110197;110198;110199;110200;110201;110202;110203;110204;110205;110206;110207;110208;110209;110210;110211	2041;2042;2043;2044;19312;30922;30923;30924;30925;30926;30927;30928;30929;30930;30931;30932;30933;30934;30935;30936;30937;30938;30939;30940;30941;30942;30943;30944;30945;30946;30947;30948;30949;30950;30951;30952;52223;52224;52225;52226;52227;52228;52229;52230;52231;52232;52233;52234;52235;52236;52237;52238;52962;52963;52964;59217;59218;59219;59220;65365;65366;65367;65368;65369;65370;65371;65372;65373;65374;74875;74876;86718;86719;86720;86721;86722;86723;86724;86725;86726;86727;86728;86729;86730;86731;99648;99649;99650;99651;99652;99653;106211;106212;106213;106214;106215;106216;106217;106218;106219;106220;106221;106222;106223;106224;106225;117063;117064;117065;117066;117067;117068;117069;117070;117071;117072;117073;117074;117075;117076;117077;117078;117079	2043;19312;30946;52228;52963;59219;65372;74876;86728;99651;106225;117074	115;116	73;209
AT3G20330.2;AT3G20330.1	AT3G20330.2;AT3G20330.1	2;2	2;2	2;2	AT3G20330.2 | PYRIMIDINE B | Chr3:7090354-7091904 REVERSE LENGTH=390 | 201606;AT3G20330.1 | PYRIMIDINE B | Chr3:7090354-7091904 REVERSE LENGTH=390 | 201606	2	2	2	2	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	5.9	5.9	5.9	43.166	390	390;390	1	3	0	3.7634	0	3.1	3.1	0	2.8	0	0	0	0	10582000	0	2345300	1404700	0	6832400	0	0	0	0	440940	0	97722	58529	0	284680	0	0	0	0	0	0	28043	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3				662	1927;4926	True;True	1983;5056	22684;60371;60372	24024;64020;64021	24024;64021		
