name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
 RNA-binding (RRM/RBD/RNP motifs) family protein ,AT5G54580.1,0.9385690568230673,0.002887396471946927,0.9271646420809074,0.002977825041329411,0.853,0.00533,0.898,0.0601,FALSE,TRUE,FALSE,FALSE,TRUE,0.0295,1.29,-0.0378,1.28,-0.919,1.3,-0.986,1.3,-0.948,0.0109
 serine acetyltransferase 2%3B2 ,AT3G13110.1,0.042047459571519036,0.012883926397979811,0.06322438474664092,0.6234249641043476,0.329,0.0388,0.66,0.855,FALSE,TRUE,FALSE,FALSE,TRUE,0.781,0.983,0.764,0.179,0.637,0.277,0.619,-0.527,-0.144,-0.706
 Single hybrid motif superfamily protein .2,AT2G35120.1,0.02388482688569838,0.014079958292976678,0.002405651542023309,0.0027457047975813042,0.248,0.0431,0.28,0.0568,FALSE,TRUE,FALSE,FALSE,TRUE,-0.31,-0.341,-0.477,-0.434,0.336,-0.452,0.169,-0.545,0.646,-0.111
 Tetratricopeptide repeat (TPR)-like superfamily protein .10,AT3G02650.1,9.355922979115916e-6,4.7300918237369534e-5,3.2831807237802477e-4,2.469417879278608e-5,7.98e-5,1.67e-6,0.112,1.88e-4,TRUE,TRUE,FALSE,TRUE,TRUE,0.887,0.776,0.701,0.82,0.0876,0.506,-0.0985,0.55,-0.799,-0.27
 Tetratricopeptide repeat (TPR)-like superfamily protein .16,AT4G36680.1,0.012784438407307447,3.721297329439511e-4,0.9194175606901817,0.0011027447022875488,0.172,1.71e-4,0.898,0.0265,FALSE,TRUE,FALSE,TRUE,TRUE,0.371,0.582,0.0149,0.518,-0.304,0.706,-0.66,0.642,-0.674,0.124
 Tetratricopeptide repeat (TPR)-like superfamily protein .2,AT1G26460.1,7.396729372928955e-4,0.2440124355132193,3.342922520057843e-4,0.044247627245475506,0.021,0.561,0.113,0.384,TRUE,FALSE,FALSE,FALSE,TRUE,0.509,0.153,0.598,0.273,0.0404,0.121,0.129,0.242,-0.469,-0.0314
 Thiamin diphosphate-binding fold (THDP-binding) superfamily protein .1,AT1G24180.1,0.09650949408923085,0.0019146630526546166,0.035464713843938074,8.280190639517359e-4,0.495,0.00305,0.583,0.02,FALSE,TRUE,FALSE,TRUE,TRUE,-0.191,-0.393,-0.267,-0.433,0.143,-0.293,0.0665,-0.333,0.334,0.1
 tonoplast intrinsic protein 2 ,AT3G26520.1,0.14849205320566297,0.5812424146273019,0.4416023115898843,0.002281961213705874,0.581,0.776,0.851,0.0493,FALSE,FALSE,FALSE,TRUE,TRUE,-0.856,-0.319,-0.483,-2,-1.95,1.86,-1.57,0.177,-1.09,2.18
 Translation elongation factor EFG/EF2 protein .1,AT2G45030.1,7.694500123396667e-5,7.931546233063723e-9,3.704313528152319e-5,1.0994722149012327e-8,0.00172,3.37e-14,0.0275,2.46e-13,TRUE,TRUE,TRUE,TRUE,TRUE,2.01,3.91,2.32,3.83,1.58,0.474,1.89,0.395,-0.433,-3.43
 translation elongation factor Ts (EF-Ts) ,AT4G11120.1,2.1907325261491742e-4,0.0015996500143411901,5.238820436047994e-4,0.09748115575115351,0.00577,0.00235,0.14,0.558,TRUE,TRUE,FALSE,FALSE,TRUE,0.569,0.46,0.563,0.218,0.732,-0.246,0.726,-0.488,0.163,-0.706
 translation initiation factor 3 (IF-3) family protein ,AT1G34360.2,5.577927498558709e-4,0.0536976504672702,0.1233138958252553,0.06560674440118407,0.0159,0.176,0.738,0.471,TRUE,FALSE,FALSE,FALSE,TRUE,1.93,0.962,0.814,0.913,0.165,1.11,-0.954,1.06,-1.77,0.148
 translocase inner membrane subunit 23-2 ,AT1G72750.1,0.23264120404263508,0.014348486951090839,0.7089924405487087,0.025120857920382784,0.663,0.0441,0.882,0.283,FALSE,TRUE,FALSE,FALSE,TRUE,-0.618,1.35,-0.205,1.22,-1.6,1.65,-1.19,1.52,-0.983,0.303
 translocase of outer membrane 22-V ,AT5G43970.1,4.2263330828215426e-4,0.7201752288773902,0.0019764625545651165,0.6799990529932055,0.0119,0.814,0.26,0.864,TRUE,FALSE,FALSE,FALSE,TRUE,-1.47,-0.126,-1.34,0.145,-2.74,1.86,-2.61,2.13,-1.27,1.98
 translocase of the inner mitochondrial membrane 13 ,AT1G61570.1,4.855117321884716e-4,0.9001045329976347,2.0984510534618512e-4,0.9711678034092901,0.0137,0.848,0.0897,0.895,TRUE,FALSE,FALSE,FALSE,TRUE,-0.583,0.0177,-0.685,-0.00509,-0.634,0.426,-0.736,0.403,-0.0508,0.408
 Ubiquinol-cytochrome C reductase hinge protein ,AT1G15120.1,6.589767797052306e-5,0.42736038769098017,0.00554901631142538,0.46110205293205975,0.00145,0.71,0.371,0.822,TRUE,FALSE,FALSE,FALSE,TRUE,-1.61,-0.257,-1.07,-0.238,-2.85,1.85,-2.32,1.87,-1.25,2.11
 2-oxoacid dehydrogenases acyltransferase family protein .1,AT3G06850.2,0.9408768919640107,0.3986386124756479,0.8040121014748508,0.04655454701953393,0.853,0.694,0.89,0.395,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0289,-0.332,0.104,-0.818,0.0947,-0.0783,0.228,-0.565,0.124,0.254
 2-oxoglutarate dehydrogenase%2C E1 component ,AT3G55410.2,0.770286347514115,0.12701530690578336,0.4626275437820936,0.13330707978283898,0.832,0.366,0.854,0.623,FALSE,FALSE,FALSE,FALSE,FALSE,0.0325,-0.175,-0.0889,-0.172,-0.302,0.259,-0.423,0.262,-0.335,0.434
 2-oxoglutarate dehydrogenase%2C E1 component .1,AT5G65750.1,0.010903790450414888,0.13278578214472464,0.6875017462261259,0.026497733196727682,0.156,0.379,0.88,0.292,FALSE,FALSE,FALSE,FALSE,FALSE,0.343,-0.191,0.0537,-0.293,-0.328,0.458,-0.618,0.356,-0.671,0.649
 2Fe-2S ferredoxin-like superfamily protein ,AT3G07480.1,0.05365614607089153,0.49650930929295944,0.014662316820038518,0.5358789491782835,0.376,0.744,0.475,0.839,FALSE,FALSE,FALSE,FALSE,FALSE,-1.06,-0.357,-1.49,-0.324,-2.67,2.07,-3.1,2.1,-1.61,2.43
 3-dehydroquinate synthase ,AT5G66120.2,0.624451369998497,0.7899517278173145,0.047491988009826416,0.918796654773922,0.808,0.829,0.622,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.152,-0.0825,-0.699,-0.0315,0.957,-0.836,0.411,-0.785,1.11,-0.754
 3-hydroxyacyl-CoA dehydrogenase family protein ,AT3G15290.1,0.036824435067025076,0.596568644036031,0.11419832072467268,0.6812679648761683,0.308,0.781,0.73,0.864,FALSE,FALSE,FALSE,FALSE,FALSE,0.628,0.151,-0.5,0.117,-0.331,0.856,-1.46,0.822,-0.959,0.705
 3-ketoacyl-acyl carrier protein synthase I ,AT5G46290.2,0.07020118646000759,0.6249436626918532,0.0020034186481804515,0.48357073530687644,0.43,0.789,0.261,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,-1.07,-0.277,-2.16,-0.399,0.0987,-0.228,-0.986,-0.349,1.17,0.0493
 6-phosphogluconate dehydrogenase family protein ,AT1G64190.1,0.818286975586203,0.2219780046698167,0.022834771044894585,0.6449326997333673,0.838,0.533,0.532,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,-0.832,-1.76,-0.309,1.59,-1.56,-0.0156,-1.04,1.75,-0.729
 6-phosphogluconate dehydrogenase family protein .2,AT4G20930.1,0.5614028245175419,0.6173076479977715,0.4948140543477787,0.3155701648240094,0.795,0.787,0.859,0.772,FALSE,FALSE,FALSE,FALSE,FALSE,-0.215,0.185,0.273,-0.374,0.0489,0.00943,0.537,-0.55,0.264,-0.175
 6-phosphogluconate dehydrogenase family protein .3,AT5G41670.4,0.8954188108699321,0.11193769816745999,0.14255145498647256,0.6133211735258987,0.848,0.33,0.753,0.853,FALSE,FALSE,FALSE,FALSE,FALSE,0.0428,0.535,-0.53,0.165,1.61,-1.01,1.03,-1.38,1.56,-1.55
 AAA-type ATPase family protein ,AT2G18330.1,0.3729287942428485,0.7131325011908148,0.2908797260257155,0.8538698332475996,0.739,0.813,0.819,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,0.371,-0.152,-0.477,-0.076,-1.49,1.63,-2.34,1.71,-1.87,1.78
 AAA-type ATPase family protein .1,AT5G16930.1,0.4779893386871734,0.7039210981332433,0.21713763395543811,0.2684298384236626,0.774,0.81,0.794,0.748,FALSE,FALSE,FALSE,FALSE,FALSE,0.182,-0.0971,-0.347,0.287,-0.345,0.349,-0.874,0.733,-0.527,0.446
 ABC transporter 1 ,AT4G01660.1,0.7194574436158021,0.20791537377591232,0.09558256422030005,0.9178005382859707,0.824,0.514,0.71,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.142,-0.506,-0.735,-0.0406,-0.557,0.288,-1.15,0.753,-0.415,0.794
 ABC transporter A family protein ,AT5G53650.1,0.8686487456979798,0.8642284382160677,0.7638541966240705,0.19412328180926364,0.845,0.842,0.887,0.694,FALSE,FALSE,FALSE,FALSE,FALSE,-0.13,0.134,-0.255,1.04,-1.14,0.773,-1.26,1.68,-1.01,0.639
 ABC transporter of the mitochondrion 3 ,AT5G58270.1,0.5366907955668292,0.051370393270492136,0.7406481481736396,0.773957937799958,0.789,0.169,0.885,0.876,FALSE,FALSE,FALSE,FALSE,FALSE,-0.235,-0.776,0.136,-0.109,-0.393,-0.292,-0.0224,0.376,-0.158,0.484
 acetoacetyl-CoA thiolase 2 ,AT5G48230.2,0.0737812974660295,0.33438006961172384,0.004916354920778282,0.35121031779115564,0.44,0.649,0.359,0.787,FALSE,FALSE,FALSE,FALSE,FALSE,-0.598,0.313,-1.09,0.302,-0.227,0.238,-0.714,0.227,0.372,-0.0749
 acetyl Co-enzyme a carboxylase biotin carboxylase subunit ,AT5G35360.1,0.4568756850557052,0.8725571054151218,0.09338228672243865,0.1352647585528536,0.768,0.844,0.707,0.626,FALSE,FALSE,FALSE,FALSE,FALSE,-0.271,-0.058,-0.681,-0.556,0.783,-0.559,0.373,-1.06,1.05,-0.501
 acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit ,AT2G38040.2,0.7508566960649791,0.5200125766306418,0.32890200686488213,0.9374472532839504,0.829,0.753,0.829,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,-0.204,-0.337,0.0248,0.104,-0.214,-0.133,0.0147,0.205,-0.01
 aconitase 2 ,AT4G26970.1,0.0033297398821388337,0.027784067203671936,0.008163438730124118,0.030422957535643596,0.0769,0.0888,0.41,0.316,FALSE,FALSE,FALSE,FALSE,FALSE,-0.373,-0.265,-0.355,-0.26,0.362,-0.551,0.38,-0.546,0.735,-0.286
 aconitase 3 ,AT2G05710.1,0.05975820411174505,0.07339220065702749,0.06637102609740377,0.06598644154089045,0.398,0.231,0.666,0.472,FALSE,FALSE,FALSE,FALSE,FALSE,-0.244,-0.231,-0.257,-0.238,0.455,-0.57,0.443,-0.577,0.699,-0.339
 Aconitase/3-isopropylmalate dehydratase protein ,AT2G43090.1,0.5325755962440647,0.14284604287343136,0.024145425795956008,0.2787517203381392,0.788,0.4,0.538,0.754,FALSE,FALSE,FALSE,FALSE,FALSE,-0.134,-0.321,-0.556,-0.234,1.23,-1.2,0.806,-1.11,1.36,-0.88
 ACT domain-containing protein ,AT5G04740.1,0.6627370524652219,0.04851105465930083,0.008938169058382494,0.07802281335065976,0.815,0.159,0.418,0.509,FALSE,FALSE,FALSE,FALSE,FALSE,-0.112,0.534,-0.797,0.472,0.849,-0.445,0.164,-0.508,0.961,-0.98
 acyl-activating enzyme 7 ,AT3G16910.1,0.014408136762270237,0.6554051935609584,4.2396287379616585e-4,0.6384294677754402,0.186,0.798,0.124,0.857,FALSE,FALSE,FALSE,FALSE,FALSE,-0.667,-0.112,-1.14,-0.118,-2.01,1.71,-2.49,1.7,-1.35,1.82
 acyl-CoA dehydrogenase-like protein ,AT3G06810.1,0.18147518060418402,0.9290035465720923,0.008269318781711901,0.946889271750588,0.618,0.852,0.411,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,-0.287,0.0187,-0.658,-0.014,-2.24,2.07,-2.61,2.03,-1.95,2.05
 acyl-CoA oxidase 1 ,AT4G16760.1,0.037106272251460154,0.6524766981667847,0.26869167951321676,0.35055240947034805,0.309,0.797,0.812,0.787,FALSE,FALSE,FALSE,FALSE,FALSE,-0.45,-0.092,-0.247,-0.192,-0.834,0.566,-0.631,0.466,-0.383,0.658
 acyl-CoA oxidase 2 ,AT5G65110.1,0.9030137560876397,0.7771979549431105,0.23081866319834576,0.1167414283509146,0.849,0.826,0.799,0.596,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0608,0.141,-0.658,0.809,-0.405,0.325,-1,0.992,-0.344,0.183
 acyl-CoA oxidase 3 ,AT1G06290.1,0.23103407947234794,0.43243524390639976,0.407655755340103,0.8017932533482565,0.662,0.713,0.845,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.201,-0.13,0.149,0.0413,-0.8,0.478,-0.451,0.65,-0.599,0.609
 acyl-CoA oxidase 4 ,AT3G51840.1,0.12170781136508894,0.8686167291773788,0.4133398160839209,0.9350781323713812,0.542,0.843,0.846,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,-0.879,0.091,0.49,0.0448,-1.83,1.09,-0.464,1.04,-0.954,1
 acyl-CoA oxidase 5 ,AT2G35690.1,0.02382492431192917,0.9739827390760265,0.08780913120307078,0.45035859895405717,0.247,0.859,0.7,0.819,FALSE,FALSE,FALSE,FALSE,FALSE,-0.737,-0.00992,-0.583,-0.231,-0.537,0.279,-0.384,0.0577,0.199,0.289
 acyl activating enzyme 1 ,AT1G20560.2,0.624034692480063,0.8253092870070348,0.6273285870562758,0.7570070035337897,0.808,0.836,0.874,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,-0.206,0.0924,0.22,-0.13,-1.27,1.1,-0.849,0.876,-1.07,1.01
 adenine nucleotide transporter 1 ,AT4G01100.1,0.34394731395888856,0.6696452294921842,0.009310599526253785,0.4912781417222072,0.727,0.802,0.422,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,-0.268,-0.12,-0.864,-0.194,-1.69,1.59,-2.28,1.52,-1.42,1.71
 ADP/ATP carrier 1 ,AT3G08580.2,0.010165513299087799,0.6576224685757238,0.007977146420430738,0.48911230409025974,0.151,0.799,0.407,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,-1.58,-0.249,-1.77,-0.39,-3.43,2.63,-3.62,2.49,-1.85,2.88
 ADP/ATP carrier 2 ,AT5G13490.2,0.19008425524095068,0.9005972349528943,0.16231579646867156,0.7958996375522843,0.627,0.848,0.767,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,-1.42,-0.133,-1.64,-0.275,-5.16,4.31,-5.38,4.17,-3.73,4.44
 AFG1-like ATPase family protein .2,AT4G30490.1,0.47511825655211937,0.423852764053414,0.8285853005823691,0.5066949638363717,0.773,0.708,0.892,0.833,FALSE,FALSE,FALSE,FALSE,FALSE,-0.288,-0.323,0.0936,-0.267,-0.163,-0.168,0.218,-0.112,0.124,0.155
 alanine-2-oxoglutarate aminotransferase 2 ,AT1G70580.4,0.9294744991773723,0.05903755613195375,0.9969756691947369,0.7995541796193537,0.852,0.192,0.902,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0411,0.92,0.0019,-0.118,0.376,0.283,0.419,-0.754,0.417,-0.636
 alanine-tRNA ligase ,AT2G45060.1,0.01748997115002569,0.6312057031824944,0.0906197015584688,0.762273438982206,0.209,0.791,0.704,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,-0.779,-0.146,-0.576,-0.0919,-2.41,1.83,-2.21,1.89,-1.63,1.98
 alanine aminotransferas ,AT1G17290.1,0.04414966587760394,0.18711201156927773,0.25201350734811817,0.09096616770444273,0.338,0.482,0.807,0.543,FALSE,FALSE,FALSE,FALSE,FALSE,-0.273,-0.174,-0.162,-0.226,0.266,-0.404,0.378,-0.456,0.54,-0.23
 alanine aminotransferase 2 ,AT1G72330.1,0.8035165569758554,0.9484310306265071,0.19422338124162067,0.983720807349076,0.836,0.855,0.784,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,0.116,0.0302,-0.671,0.00954,1.1,-0.759,0.316,-0.78,0.987,-0.789
 alanine:glyoxylate aminotransferase ,AT2G13360.3,0.3882351255206651,0.7601384384193586,0.41285182398261344,0.0506197371167015,0.745,0.823,0.846,0.413,FALSE,FALSE,FALSE,FALSE,FALSE,-0.226,0.0793,-0.231,-0.534,-0.188,0.329,-0.194,-0.284,0.0378,0.25
 alanine:glyoxylate aminotransferase 2 ,AT4G39660.2,0.17130366187044532,0.1920853501432424,0.39317816856519794,0.007366580632052353,0.608,0.49,0.842,0.115,FALSE,FALSE,FALSE,FALSE,FALSE,-0.505,-0.48,-0.335,-1.06,0.587,-0.714,0.756,-1.3,1.09,-0.234
 alcohol dehydrogenase 1 ,AT1G77120.1,0.038952347914891834,0.40708148910123165,0.08356419593865905,0.17893148242874504,0.317,0.699,0.694,0.679,FALSE,FALSE,FALSE,FALSE,FALSE,-0.424,-0.162,-0.377,-0.267,-0.439,0.23,-0.392,0.125,-0.0149,0.392
 aldehyde dehydrogenase 10A9 ,AT3G48170.1,0.0801410782735138,0.9988632371619415,0.3476213885258479,0.39366915729286134,0.457,0.862,0.833,0.802,FALSE,FALSE,FALSE,FALSE,FALSE,-0.392,3.06e-4,-0.221,-0.185,-0.769,0.594,-0.598,0.408,-0.377,0.593
 aldehyde dehydrogenase 2B7 ,AT1G23800.1,0.41150303005226385,0.0911697520416947,0.6726714672329805,0.9118190068731991,0.753,0.274,0.879,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.342,-0.724,-0.189,-0.0457,0.724,-1.28,0.877,-0.605,1.07,-0.559
 aldehyde dehydrogenase 5F1 ,AT1G79440.1,0.10889508063338073,0.08999400905759707,0.1590418880307027,0.019703409301122653,0.519,0.271,0.765,0.243,FALSE,FALSE,FALSE,FALSE,FALSE,-0.334,-0.354,-0.314,-0.505,0.358,-0.512,0.377,-0.663,0.691,-0.158
 aldehyde dehydrogenase 6B2 ,AT2G14170.2,0.513806310772833,0.8581214135788319,0.4532286341536491,0.6856615473216701,0.783,0.841,0.853,0.864,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0832,-0.0227,-0.103,-0.0514,0.383,-0.372,0.363,-0.401,0.467,-0.349
 Aldolase-type TIM barrel family protein .2,AT3G14415.3,0.9590653633243922,0.44456543429949025,0.296641940767271,0.8470557554406672,0.855,0.719,0.821,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,0.0185,0.278,-0.413,0.0697,-0.905,1.11,-1.34,0.897,-0.923,0.827
 Aldolase-type TIM barrel family protein .3,AT3G14420.2,0.390809593986022,0.4988802538576982,0.043278646889976735,0.6173850169843329,0.746,0.745,0.61,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,-0.22,0.172,-0.585,0.127,-0.928,0.942,-1.29,0.896,-0.709,0.769
 Aldolase-type TIM barrel family protein .4,AT4G18360.4,0.8510286291563378,0.12697284862774263,0.3979609787095272,0.6935100969166508,0.843,0.366,0.843,0.866,FALSE,FALSE,FALSE,FALSE,FALSE,0.0686,0.575,0.337,-0.144,-0.754,1.08,-0.486,0.359,-0.823,0.503
 Aldolase-type TIM barrel family protein .5,AT5G13420.1,0.8363556880035431,0.09677459020615671,0.5579980522771755,0.07510627627282952,0.841,0.29,0.867,0.501,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,0.836,-0.308,0.901,1.63,-1.22,1.42,-1.15,1.73,-2.05
 Aldolase superfamily protein .2,AT2G01140.1,0.25987656044333396,0.08167537649031631,0.05483566049189836,0.23934398094920745,0.682,0.251,0.641,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,-0.508,0.804,-0.967,0.532,2.25,-1.75,1.79,-2.03,2.75,-2.56
 alpha-crystallin domain 32.1 ,AT1G06460.1,0.7133559983837876,0.9296671223480045,0.8579534578875125,0.007572906464379783,0.823,0.852,0.894,0.117,FALSE,FALSE,FALSE,FALSE,FALSE,-0.152,-0.0365,-0.0801,-1.22,-0.667,0.925,-0.595,-0.258,-0.515,0.961
 Alpha-helical ferredoxin ,AT1G16700.1,0.6753097961792762,0.9906481203800452,0.4242904707012283,0.15000497958493283,0.817,0.861,0.848,0.646,FALSE,FALSE,FALSE,FALSE,FALSE,-0.26,-0.00726,-0.539,-0.917,-2.2,2.3,-2.47,1.39,-1.94,2.3
 alternative oxidase 1A ,AT3G22370.1,0.4091990013059965,0.1307862350559515,0.2113723524146758,0.22026971050966465,0.752,0.374,0.792,0.716,FALSE,FALSE,FALSE,FALSE,FALSE,-0.4,0.748,-0.662,0.601,-1.49,1.6,-1.76,1.45,-1.09,0.852
 Amidase family protein ,AT3G25660.1,0.037313106423547265,0.11532685369345302,0.04730645322709098,0.7167282362132257,0.31,0.338,0.622,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.461,0.639,0.103,0.524,-0.00289,0.539,-0.361,-0.101,-0.464
 AMP-dependent synthetase and ligase family protein .2,AT4G05160.1,0.01193510408857566,0.9447160062217608,0.4324106547876482,0.6701142214564346,0.165,0.855,0.849,0.862,FALSE,FALSE,FALSE,FALSE,FALSE,-0.669,0.0169,-0.209,0.104,-1.42,0.941,-0.96,1.03,-0.752,0.924
 AMP-dependent synthetase and ligase family protein .3,AT5G63380.1,0.9910416504535579,0.5162061355812297,0.5340371990698782,0.38922387133156644,0.858,0.752,0.864,0.801,FALSE,FALSE,FALSE,FALSE,FALSE,0.00543,0.316,0.327,-0.421,-0.374,0.615,-0.0525,-0.122,-0.379,0.299
 AMP deaminase%2C putative / myoadenylate deaminase ,AT2G38280.2,0.3393193632479061,0.9872453009384335,0.4646778768689155,0.7495558380992764,0.725,0.86,0.854,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,-0.184,0.00303,-0.151,0.0607,-0.901,0.738,-0.868,0.796,-0.717,0.735
 annexin 1 ,AT1G35720.1,0.1723987597906685,0.9493891303052393,0.804555295065467,0.3223992764142344,0.609,0.855,0.89,0.775,FALSE,FALSE,FALSE,FALSE,FALSE,-0.614,0.0278,-0.117,-0.44,-1.25,0.979,-0.75,0.511,-0.632,0.951
 Arginase/deacetylase superfamily protein ,AT4G08870.2,0.532807260174327,0.950237735532689,0.10908788291994206,0.9104235098971716,0.788,0.855,0.725,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,0.314,-0.0313,0.898,-0.0564,0.243,-0.266,0.827,-0.291,-0.0711,-0.235
 arginosuccinate synthase family ,AT4G24830.1,0.10832576703464468,0.6918838179259119,0.47252864193109656,0.8393971404038119,0.518,0.807,0.856,0.883,FALSE,FALSE,FALSE,FALSE,FALSE,0.886,-0.212,0.416,-0.108,1.1,-0.7,0.63,-0.597,0.213,-0.489
 ARP protein (REF) ,AT1G49670.1,0.02583006554391553,0.9083169223309583,0.5628914711456228,0.48710380093335326,0.257,0.849,0.867,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,-0.932,-0.045,-0.245,-0.273,-2.9,2.24,-2.21,2.01,-1.97,2.28
 ascorbate peroxidase 3 ,AT4G35000.1,0.3007459203485334,0.8792223748008642,0.08342696312773958,0.6732094722147965,0.706,0.845,0.694,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,-0.728,0.105,-1.35,0.293,-3.68,3.26,-4.3,3.45,-2.95,3.15
 aspartate aminotransferase 1 ,AT2G30970.2,0.14550941945586324,0.4983616878937708,0.2310847844095393,0.2450927126234392,0.577,0.745,0.8,0.733,FALSE,FALSE,FALSE,FALSE,FALSE,-0.234,-0.106,0.206,-0.185,0.362,-0.529,0.802,-0.607,0.596,-0.422
 aspartate aminotransferase 2 ,AT5G19550.1,0.5412976924256827,0.9480307462669739,0.8967509638232871,0.8071766353914447,0.79,0.855,0.896,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.179,-0.019,0.0408,-0.0711,-0.87,0.694,-0.65,0.642,-0.691,0.713
 aspartate aminotransferase 3 ,AT5G11520.1,0.2855432274441525,0.9517736903776266,0.952558314232725,0.5110491558610475,0.697,0.856,0.9,0.834,FALSE,FALSE,FALSE,FALSE,FALSE,-0.259,0.0144,0.0153,0.158,-1.04,0.756,-0.766,0.899,-0.781,0.741
 aspartate aminotransferase 5 ,AT4G31990.4,0.9999443347338481,0.4168102373743696,0.20775767321503982,0.4912851297282963,0.859,0.704,0.79,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,-3.37e-5,-0.396,-0.672,-0.335,1.27,-1.15,0.597,-1.09,1.27,-0.752
 ATP-dependent caseinolytic (Clp) protease/crotonase family protein ,AT4G13360.1,0.6043939466375073,0.7133964634943767,0.25162973227845065,0.2240690520630378,0.804,0.813,0.807,0.719,FALSE,FALSE,FALSE,FALSE,FALSE,-0.211,0.15,-0.512,0.504,0.692,-0.698,0.391,-0.343,0.903,-0.848
 ATP-dependent caseinolytic (Clp) protease/crotonase family protein .1,AT4G16800.1,0.17082343736684485,0.8153536554169267,0.6104108834415589,0.538419813163792,0.607,0.834,0.873,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,-0.467,-0.0777,-0.184,0.205,-0.0105,-0.337,0.273,-0.053900000000000003,0.456,-0.259
 ATP-dependent caseinolytic (Clp) protease/crotonase family protein .2,AT4G31810.1,0.10048251627655443,0.08308865750212836,0.11558803162907488,0.004769809789043907,0.503,0.254,0.731,0.0801,FALSE,FALSE,FALSE,FALSE,FALSE,1.03,1.09,1.06,1.91,0.893,-0.39,0.925,0.425,-0.139,-1.48
 ATP-dependent Clp protease ,AT1G33360.1,0.06408185651581907,0.10503203655698481,0.024476300212299594,0.23156378057752644,0.412,0.312,0.54,0.724,FALSE,FALSE,FALSE,FALSE,FALSE,-0.548,-0.475,-0.736,-0.345,-0.377,0.00848,-0.565,0.138,0.171,0.483
 ATP-dependent RNA helicase ,AT4G30010.1,0.44854757645641596,0.9015392898342275,0.11824499505405878,0.3028082055345774,0.765,0.848,0.734,0.766,FALSE,FALSE,FALSE,FALSE,FALSE,-0.209,-0.0339,-0.478,-0.286,-2.47,2.34,-2.74,2.09,-2.27,2.37
 ATP binding/leucine-tRNA ligases/aminoacyl-tRNA ligase ,AT1G09620.1,0.2227720703851241,0.195669241485393,0.12446608133279405,0.9729037328686436,0.655,0.495,0.739,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,-0.507,-0.54,-0.699,0.0139,-0.197,-0.305,-0.389,0.249,0.31,0.235
 ATP citrate lyase (ACL) family protein ,AT2G20420.1,0.010173146227880358,0.02871017916305076,0.02434393394300256,0.083714602821385,0.151,0.0914,0.539,0.525,FALSE,FALSE,FALSE,FALSE,FALSE,-0.326,-0.27,-0.302,-0.209,0.408,-0.6,0.432,-0.538,0.734,-0.329
 ATP synthase D chain ,AT3G52300.1,0.7776979901444019,0.7479835456578137,0.6573411672572184,0.7933071122022908,0.833,0.82,0.877,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,0.0869,-0.099,0.148,-0.0807,-1.97,1.78,-1.91,1.8,-2.05,1.88
